0.004	0
0.012	0
0.02	0
0.028	0
0.036	0
0.044	0
0.052	0
0.06	0
0.068	0
0.076	0
0.084	0
0.092	0
0.1	0
0.108	0
0.116	0
0.124	0
0.132	0
0.14	0
0.148	0
0.156	0
0.164	0
0.172	0
0.18	0
0.188	0
0.196	0
0.204	0
0.212	0
0.22	0
0.228	0
0.236	0
0.244	0
0.252	0
0.26	0
0.268	0
0.276	0
0.284	0
0.292	0
0.3	0
0.308	0
0.316	0
0.324	0
0.332	0
0.34	0
0.348	0
0.356	0
0.364	0
0.372	0
0.38	0
0.388	0
0.396	0
0.404	0
0.412	0
0.42	0
0.428	0
0.436	0
0.444	0
0.452	0
0.46	0
0.468	0
0.476	0
0.484	0
0.492	0
0.5	0
0.508	0
0.516	0
0.524	0
0.532	0
0.54	0
0.548	0
0.556	0
0.564	0
0.572	0
0.58	0
0.588	0
0.596	0
0.604	0
0.612	0
0.62	0
0.628	0
0.636	0
0.644	0
0.652	0
0.66	0
0.668	0
0.676	0
0.684	0
0.692	0
0.7	0
0.708	0
0.716	0
0.724	0
0.732	0
0.74	0
0.748	0
0.756	0
0.764	0
0.772	0
0.78	0
0.788	0
0.796	0
0.804	0
0.812	0
0.82	0
0.828	0
0.836	0
0.844	0
0.852	0
0.86	0
0.868	0
0.876	0
0.884	0
0.892	0
0.9	0
0.908	0
0.916	0
0.924	0
0.932	0
0.94	0
0.948	0
0.956	0
0.964	0
0.972	0
0.98	0
0.988	0
0.996	0
1.004	0
1.012	0
1.02	0
1.028	0
1.036	0
1.044	0
1.052	0
1.06	0
1.068	0
1.076	0
1.084	0
1.092	0
1.1	0
1.108	0
1.116	0
1.124	0
1.132	0
1.14	0
1.148	0
1.156	0.0237531
1.164	0.0117139
1.172	0.023109
1.18	0.0113983
1.188	0.0449814
1.196	0.0221908
1.204	0.0437938
1.212	0.162066
1.22	0.245253
1.228	0.221018
1.236	0.2805
1.244	0.543552
1.252	0.567003
1.26	0.799751
1.268	1.0266
1.276	1.11124
1.284	1.444
1.292	1.62584
1.3	1.73737
1.308	1.91099
1.316	2.54765
1.324	2.73424
1.332	2.9967
1.34	3.31458
1.348	3.72953
1.356	3.8065
1.364	3.97524
1.372	3.79412
1.38	4.20862
1.388	4.44858
1.396	4.32444
1.404	3.98545
1.412	4.20311
1.42	4.20311
1.428	4.10945
1.436	3.77902
1.444	3.72965
1.452	3.42519
1.46	3.6558
1.468	3.17418
1.476	3.08158
1.484	3.01962
1.492	2.50251
1.5	2.3066
1.508	2.19146
1.516	1.94741
1.524	1.89285
1.532	1.74465
1.54	1.37189
1.548	1.37099
1.556	1.23238
1.564	1.05111
1.572	1.06613
1.58	0.851917
1.588	0.742656
1.596	0.735229
1.604	0.660057
1.612	0.610768
1.62	0.598704
1.628	0.532952
1.636	0.456595
1.644	0.375823
1.652	0.378007
1.66	0.2707
1.668	0.199656
1.676	0.293807
1.684	0.128721
1.692	0.171857
1.7	0.19221
1.708	0.195854
1.716	0.140135
1.724	0.0800983
1.732	0.121685
1.74	0.104843
1.748	0.0623312
1.756	0.0772056
1.764	0.0612056
1.772	0.0758177
1.78	0.0350643
1.788	0.0446801
1.796	0.0344423
1.804	0.0487679
1.812	0.0435044
1.82	0.0670798
1.828	0.0237479
1.836	0.0329579
1.844	0.0466751
1.852	0.0185091
1.86	0.0458755
1.868	0.0181934
1.876	0.0225482
1.884	0.0312999
1.892	0.0576379
1.9	0.0263786
1.908	0.047956
1.916	0.0172932
1.924	0.0385868
1.932	0.025512
1.94	0.016868
1.948	0.029277
1.956	0.0207415
1.964	0.0699476
1.972	0.0408125
1.98	0.04858
1.988	0.044174
1.996	0.0717065
2.004	0.0513754
2.012	0.0588088
2.02	0.0427855
2.028	0.0656024
2.036	0.0497731
2.044	0.0911709
2.052	0.0942307
2.06	0.0972402
2.068	0.0816448
2.076	0.132573
2.084	0.131557
2.092	0.188576
2.1	0.158351
2.108	0.189296
2.116	0.219769
2.124	0.218117
2.132	0.23045
2.14	0.263386
2.148	0.254548
2.156	0.409723
2.164	0.352473
2.172	0.380159
2.18	0.460864
2.188	0.52712
2.196	0.536451
2.204	0.591374
2.212	0.619541
2.22	0.637626
2.228	0.764143
2.236	0.765034
2.244	0.791107
2.252	0.854344
2.26	0.904239
2.268	0.990435
2.276	1.09991
2.284	1.08005
2.292	1.08461
2.3	1.19108
2.308	1.31096
2.316	1.4469
2.324	1.50161
2.332	1.55261
2.34	1.54491
2.348	1.59197
2.356	1.70699
2.364	1.77781
2.372	1.79687
2.38	1.59989
2.388	1.70051
2.396	1.84952
2.404	1.93884
2.412	1.73231
2.42	1.94852
2.428	1.88994
2.436	1.98452
2.444	1.79884
2.452	1.85312
2.46	1.94599
2.468	1.77706
2.476	1.96752
2.484	1.80054
2.492	1.67399
2.5	1.78264
2.508	1.56943
2.516	1.68483
2.524	1.64676
2.532	1.60419
2.54	1.52522
2.548	1.34698
2.556	1.41387
2.564	1.38333
2.572	1.50429
2.58	1.27562
2.588	1.38386
2.596	1.34002
2.604	1.29201
2.612	1.16314
2.62	1.19073
2.628	1.22255
2.636	1.09637
2.644	1.11018
2.652	1.16893
2.66	1.07892
2.668	1.02341
2.676	1.13698
2.684	1.03988
2.692	0.976769
2.7	0.964458
2.708	0.978247
2.716	1.02413
2.724	0.90476
2.732	1.03556
2.74	0.972442
2.748	0.95628
2.756	0.913125
2.764	0.939009
2.772	1.01208
2.78	1.08431
2.788	0.918828
2.796	1.00291
2.804	0.916446
2.812	1.00156
2.82	0.961958
2.828	0.920802
2.836	0.887988
2.844	0.983073
2.852	0.938541
2.86	1.00509
2.868	0.955112
2.876	0.957481
2.884	0.891115
2.892	0.93553
2.9	0.885083
2.908	0.951539
2.916	0.903395
2.924	0.904027
2.932	0.858484
2.94	0.890542
2.948	0.849191
2.956	0.882744
2.964	0.883405
2.972	0.887639
2.98	0.813179
2.988	0.879936
2.996	0.797444
3.004	0.82486
3.012	0.850224
3.02	0.772639
3.028	0.839532
3.036	0.867829
3.044	0.757077
3.052	0.80423
3.06	0.750876
3.068	0.81947
3.076	0.773278
3.084	0.735897
3.092	0.788537
3.1	0.815851
3.108	0.676928
3.116	0.662014
3.124	0.731809
3.132	0.747491
3.14	0.717931
3.148	0.775145
3.156	0.70589
3.164	0.748301
3.172	0.711406
3.18	0.786305
3.188	0.765186
3.196	0.74116
3.204	0.735918
3.212	0.732256
3.22	0.760767
3.228	0.711307
3.236	0.683545
3.244	0.72693
3.252	0.718856
3.26	0.700398
3.268	0.734125
3.276	0.683221
3.284	0.732876
3.292	0.675132
3.3	0.693723
3.308	0.691823
3.316	0.713026
3.324	0.723962
3.332	0.753369
3.34	0.711352
3.348	0.743354
3.356	0.735587
3.364	0.768557
3.372	0.752352
3.38	0.782136
3.388	0.818544
3.396	0.821573
3.404	0.79717
3.412	0.816613
3.42	0.819581
3.428	0.787398
3.436	0.799867
3.444	0.868412
3.452	0.851073
3.46	0.924034
3.468	0.943529
3.476	0.918174
3.484	1.01072
3.492	0.960539
3.5	1.01705
3.508	0.968563
3.516	0.98727
3.524	1.02625
3.532	1.06104
3.54	1.04738
3.548	1.11201
3.556	1.11454
3.564	1.16577
3.572	1.18668
3.58	1.15661
3.588	1.16502
3.596	1.19789
3.604	1.25368
3.612	1.24205
3.62	1.24504
3.628	1.22147
3.636	1.26292
3.644	1.28367
3.652	1.33756
3.66	1.35067
3.668	1.32119
3.676	1.31075
3.684	1.33196
3.692	1.39489
3.7	1.40858
3.708	1.36441
3.716	1.34015
3.724	1.34585
3.732	1.31045
3.74	1.29351
3.748	1.31172
3.756	1.33201
3.764	1.2625
3.772	1.23484
3.78	1.31404
3.788	1.24655
3.796	1.23249
3.804	1.2679
3.812	1.18613
3.82	1.21488
3.828	1.15782
3.836	1.1627
3.844	1.14176
3.852	1.22152
3.86	1.10888
3.868	1.10217
3.876	1.14939
3.884	1.0868
3.892	1.10224
3.9	1.11025
3.908	1.12337
3.916	1.0598
3.924	1.04517
3.932	1.05427
3.94	1.12667
3.948	1.04676
3.956	1.08715
3.964	1.07065
3.972	1.05225
3.98	1.033
3.988	1.0558
3.996	1.05953
4.004	1.06421
4.012	1.09251
4.02	1.05281
4.028	1.04374
4.036	1.06981
4.044	1.05491
4.052	1.09811
4.06	1.09475
4.068	1.11635
4.076	1.03077
4.084	1.04862
4.092	1.07011
4.1	1.07727
4.108	1.0364
4.116	1.14948
4.124	1.12543
4.132	1.05786
4.14	1.0723
4.148	1.10783
4.156	1.13665
4.164	1.07187
4.172	1.14618
4.18	1.09184
4.188	1.08586
4.196	1.11328
4.204	1.08839
4.212	1.11468
4.22	1.13541
4.228	1.12046
4.236	1.12685
4.244	1.09705
4.252	1.07361
4.26	1.08882
4.268	1.11176
4.276	1.15621
4.284	1.07666
4.292	1.02009
4.3	1.08068
4.308	1.09377
4.316	1.0616
4.324	1.06956
4.332	1.12059
4.34	1.02377
4.348	1.00154
4.356	1.05893
4.364	1.00338
4.372	1.01881
4.38	1.07052
4.388	1.04354
4.396	1.04303
4.404	1.01469
4.412	1.00612
4.42	1.03092
4.428	0.9932
4.436	0.954133
4.444	1.05276
4.452	0.985724
4.46	0.994957
4.468	1.05579
4.476	1.00053
4.484	1.03722
4.492	0.981618
4.5	1.02202
4.508	1.01059
4.516	0.984442
4.524	0.986392
4.532	0.966685
4.54	1.03412
4.548	0.997493
4.556	1.01387
4.564	0.997369
4.572	1.04172
4.58	1.01235
4.588	1.01787
4.596	1.01809
4.604	0.989847
4.612	1.05059
4.62	1.04769
4.628	1.01369
4.636	1.05672
4.644	1.05161
4.652	1.07367
4.66	1.0634
4.668	1.03136
4.676	1.01404
4.684	1.05471
4.692	1.09509
4.7	1.05831
4.708	1.13205
4.716	1.07184
4.724	1.04545
4.732	1.09154
4.74	1.10481
4.748	1.0335
4.756	1.08897
4.764	1.12028
4.772	1.08307
4.78	1.09195
4.788	1.11392
4.796	1.09158
4.804	1.11064
4.812	1.11792
4.82	1.15383
4.828	1.13708
4.836	1.09667
4.844	1.11064
4.852	1.11237
4.86	1.12417
4.868	1.12114
4.876	1.09611
4.884	1.10649
4.892	1.13471
4.9	1.1363
4.908	1.1405
4.916	1.14336
4.924	1.14292
4.932	1.11442
4.94	1.07635
4.948	1.12991
4.956	1.10171
4.964	1.10654
4.972	1.07794
4.98	1.0828
4.988	1.0889
4.996	1.0657
5.004	1.0154
5.012	1.08039
5.02	1.08199
5.028	1.06599
5.036	1.04634
5.044	1.06174
5.052	1.05465
5.06	1.0104
5.068	1.00783
5.076	0.994186
5.084	0.99106
5.092	0.984888
5.1	0.98241
5.108	0.965953
5.116	0.990828
5.124	0.959326
5.132	0.953324
5.14	0.945553
5.148	0.965374
5.156	0.936112
5.164	0.946902
5.172	0.926176
5.18	0.904981
5.188	0.929906
5.196	0.888835
5.204	0.88376
5.212	0.869364
5.22	0.917958
5.228	0.852437
5.236	0.866622
5.244	0.865712
5.252	0.892996
5.26	0.872499
5.268	0.871567
5.276	0.892303
5.284	0.835033
5.292	0.885782
5.3	0.835649
5.308	0.833132
5.316	0.835681
5.324	0.84101
5.332	0.830115
5.34	0.863807
5.348	0.85734
5.356	0.83929
5.364	0.845614
5.372	0.7947
5.38	0.832915
5.388	0.858872
5.396	0.793643
5.404	0.815207
5.412	0.852355
5.42	0.859025
5.428	0.845722
5.436	0.823899
5.444	0.833796
5.452	0.827079
5.46	0.848082
5.468	0.857811
5.476	0.830431
5.484	0.819566
5.492	0.808761
5.5	0.835791
5.508	0.836504
5.516	0.846077
5.524	0.80826
5.532	0.837041
5.54	0.835142
5.548	0.84872
5.556	0.821599
5.564	0.81975
5.572	0.843469
5.58	0.867558
5.588	0.879307
5.596	0.827634
5.604	0.838918
5.612	0.872811
5.62	0.86078
5.628	0.880382
5.636	0.843908
5.644	0.813616
5.652	0.860997
5.66	0.850638
5.668	0.869976
5.676	0.860628
5.684	0.821364
5.692	0.859226
5.7	0.822621
5.708	0.82324
5.716	0.870484
5.724	0.822519
5.732	0.884954
5.74	0.835281
5.748	0.859858
5.756	0.824896
5.764	0.904773
5.772	0.842242
5.78	0.826136
5.788	0.85749
5.796	0.855124
5.804	0.853711
5.812	0.862639
5.82	0.856989
5.828	0.877067
5.836	0.85649
5.844	0.855541
5.852	0.869424
5.86	0.862892
5.868	0.845331
5.876	0.916577
5.884	0.87833
5.892	0.904291
5.9	0.874028
5.908	0.923044
5.916	0.889713
5.924	0.891834
5.932	0.887175
5.94	0.901431
